,actors,average,country,director,genre,language,link,release_date,runtime,title,votes,writer
0,"['帕特里克·斯图尔特', '乔纳森·弗雷克斯', '布伦特·斯皮内', 'LeVar Burton', '玛丽娜·赛提斯', '汤姆·哈迪']",7, 美国,斯图尔特·贝尔德,"['动作', '科幻', '惊悚']", 英语,https://movie.douban.com/subject/1296702/,2002/12/13,116 分钟,星际旅行10：复仇女神 Star Trek: Nemesis,6508,['约翰·洛根']
1,"['弗朗索瓦·西维尔', '约瑟芬·约比', '本杰明·拉维赫尼', '卡米尔·勒鲁什', '阿毛里·德·克赖恩库尔', '爱迪丝·斯考博', '朱丽叶·多尔', '萨米·贝塔德', '克里斯蒂安·贝内代蒂', '纪尧姆·布谢德', '安妮·瓦莱丽·佩耶', '拉斐尔·冯·布卢门塔尔', '贝特朗·科姆', '纪尧姆·梅拉妮', '索尼娅·妮妮', '让·佛朗哥', '艾尔莎·霍本', '多里安·勒·克利奇', '帕特里斯·梅勒内克', '吕迪万·德·夏斯特尼', '卡蒂雅·布尼亚季什维莉', '劳伦·德拉豪斯', '埃文特·斯特朗']",7, 法国 / 比利时,雨果·热兰,"['喜剧', '爱情']", 法语 / 英语,https://movie.douban.com/subject/30402056/,2020(中国大陆),118分钟,致我的陌生恋人 Mon inconnue,5435,"['雨果·热兰', '伊戈尔·戈特曼', '本杰明·帕朗', '拉埃蒂茜亚·科隆巴尼', '大卫·冯金诺斯']"
2,"['李英珍', '尹惠利', '吴荷妮', '金永敏', '郑恩京']",7, 韩国,金準植,"['剧情', '同性']", 韩语,https://movie.douban.com/subject/30318240/,2019-10-03(韩国),98分钟,季节与季节之间 ??? ?? ??,2295,['金準植']
3,"['查理·汉纳姆', '罗伯特·帕丁森', '西耶娜·米勒', '汤姆·赫兰德', '爱德华·阿什利', '安古斯·麦克菲登', '伊恩·麦克迪阿梅德', '克莱夫·弗朗西斯', '马修·桑德兰', '亚历山大·约瓦诺维奇', '叶莲娜·索洛维', '鲍比·斯莫德里奇']",6.9, 美国,詹姆斯·格雷,"['剧情', '传记', '冒险']", 英语 / 葡萄牙语 / 图皮语 / 西班牙语 / 德语,https://movie.douban.com/subject/3025669/,2017-06-02(中国大陆),141分钟,迷失Z城 The Lost City of Z,20342,"['詹姆斯·格雷', '大卫·格兰']"
4,"['朱莉·德尔佩', '丹尼尔·布鲁赫', '安娜玛丽亚·玛琳卡', '威廉·赫特', '安迪·盖特杰']",6.9, 法国 / 德国,朱莉·德尔佩,"['剧情', '惊悚', '历史']", 英语,https://movie.douban.com/subject/2075147/,2009-02-09(柏林电影节),98分钟,女伯爵 The Countess,15147,['朱莉·德尔佩']
5,"['Napakapapa Nakaprasit', 'Supakorn Kitsuwan', 'Paweena Chariffsakul', 'Kalorin Supaluck Neemayothin', 'Sommart Praihirun', 'Namo Tongkumnerd']",6.8, 泰国,Pasith Buranajan,['恐怖'], 泰语,https://movie.douban.com/subject/3095189/,2008/4/3,81分钟,恶魔的艺术3：鬼影随行 ?????? 3,7155,"['Kongkiat Khomsiri', 'Yosapong Polsap']"
6,"['尼古拉斯·霍尔特', '莉莉·柯林斯', '吉娜薇·欧瑞丽', '帕姆·费里斯', '米米·基恩', '科尔姆·米尼', '德里克·雅各比', '克雷格·罗伯兹', '帕特里克·吉布森', '劳拉·唐奈里', '安东尼·鲍伊', '汤姆·格林-卡尼', '哈利·基尔比', '康纳·沃尔夫', '大卫·普克里奇']",6.8, 美国,多姆·卡如库斯基,"['剧情', '传记']", 英语,https://movie.douban.com/subject/25777634/,2019-05-03(英国),112分钟,托尔金 Tolkien,6131,"['大卫·格里森', '史蒂文·贝雷斯福德']"
7,"['李小龙', '乔宏', '黄正利', '李海生', '元彪']",6.8, 中国香港,吴思远,"['动作', '悬疑']", 粤语 / 普通话,https://movie.douban.com/subject/1784747/,1981/3/21,Hong Kong: 86 分钟,死亡塔,3261,"['Tin Shing Hoh', 'Chuo-Lun Ting']"
8,"['钟镇涛', '王祖贤', '梁朝伟', '陈惠敏', '刘家辉', '关海山', '吴孟达', '张达明']",6.8, 中国香港,谭家明,"['爱情', '惊悚']", 粤语,https://movie.douban.com/subject/1306313/,1989-04-20(中国香港),90分钟,杀手蝴蝶梦 殺手蝴蝶夢,4319,"['曾瑾昌', '陈冠中']"
9,"['伊万·麦克格雷格', '蒂姆·克里', '吉姆·布劳德本特', '约翰·赫特']",6.7, 英国,Gary Chapman,"['喜剧', '动画', '家庭', '战争', '冒险']", 英语,https://movie.douban.com/subject/1309035/,2006-01-19(中国大陆),76 分钟,战鸽总动员 Valiant,18993,"['Jordan Katz', 'George Webster', 'George Melrod']"
10,"['黛安·克鲁格', '杰曼·翰苏', '伯努瓦·马吉梅尔', '德尼·梅诺谢', '拉斐尔·佩尔索纳']",6.7, 法国,Stéphane Rybojad,"['剧情', '动作', '冒险']", 法语,https://movie.douban.com/subject/5151890/,2011-11-02(法国),108分钟,特种部队 Forces spéciales,10811,"['Stéphane Rybojad', 'Michael Cooper', 'Emmanuelle Collomp']"
11,"['斯图尔特·艾伦', '杰森·奥玛拉', '莫蕾娜·巴卡琳', '吉安卡罗·埃斯波西托']",6.7, 美国,伊桑·斯波尔丁,"['动作', '动画', '冒险']", 英语,https://movie.douban.com/subject/25815577/,2014/5/6,74分钟,蝙蝠侠之子 Son of Batman,5352,"['格兰特·莫里森', '乔·R·兰斯代尔', 'James Bobinson']"
12,"['安娜·加列娜', '加布埃尔·加科', 'Franco Branciaroli']",6.7, 意大利,丁度·巴拉斯,"['剧情', '爱情', '惊悚', '情色']", 意大利语,https://movie.douban.com/subject/1307597/,2002/4/12,128 分钟,黑天使 Senso '45,5321,['丁度·巴拉斯']
13,"['水田山葵', '大原惠美', '嘉数由美', '木村昴', '关智一', '三石琴乃', '竹内都子', '井上麻里奈', '能登麻美子', '清川元梦', '小伏伸之', '大西健晴', '鸟海胜美', '北村谦次', '深田爱衣', '佐藤奏美', '天神林知美', '松田志绪理', '古川裕隆', '关根信昭', '古田歌', '岩田龙门', '上田弦', '日下雅贵', '曾我夏美', '田中裕二', '观月亚理莎', '市村正亲']",6.7, 日本,大杉宜弘,"['剧情', '科幻']", 日语,https://movie.douban.com/subject/25928048/,2015-03-07(日本),101分钟,哆啦A梦：大雄的宇宙英雄记 映画ドラえもん のび太の宇宙英雄記,4704,"['清水东', '藤子·F·不二雄']"
14,"['姜末琴', '尹汝贞', '金永敏', '尹胜雅', '裴侑蓝', '徐尚沅', '文惠仁', '李慧雅', '崔华静', '李英珍']",6.6, 韩国,金初熙,"['剧情', '爱情']", 韩语,https://movie.douban.com/subject/34815926/,2019-10-05(釜山电影节),96分钟,灿实也多福 ???? ?? ??,1145,['金初熙']
15,"['杨千嬅', '林峯', '葛民辉', '毛舜筠', '廖碧儿', '徐子珊', '朱璇', '周秀娜', '敖嘉年', '麦玲玲', '翁佳妮', '刘以达', '吴耀汉']",6.5, 中国香港 / 中国大陆,黄真真,"['喜剧', '爱情']", 粤语 / 汉语普通话,https://movie.douban.com/subject/4271832/,2010/10/22,99分钟,完美嫁衣 抱抱俏佳人,40509,['郑丹瑞']
16,"['艾米莉·布朗特', '卢克·伊万斯', '海莉·贝内特', '丽贝卡·弗格森', '贾斯汀·塞洛克斯', '埃德加·拉米雷兹', '艾莉森·珍妮', '丽莎·库卓', '达伦·戈德斯坦', '罗斯·吉比', '劳拉·普莱潘']",6.4, 美国,泰特·泰勒,"['剧情', '悬疑', '惊悚']", 英语,https://movie.douban.com/subject/26413089/,2016-10-05(英国),112分钟,火车上的女孩 The Girl on the Train,17574,"['艾琳·克雷斯达·威尔森', '宝拉·霍金斯']"
17,"['林正英', '王祖贤', '成奎安', '黄秋生', '黄一山', '左颂升', '高飞', '刘兆铭', '许绍雄']",6.4, 中国香港,叶成康,['奇幻'], 粤语,https://movie.douban.com/subject/1299865/,1991-01-05(中国香港),95分钟,天地玄门 天地玄門,4579,['何东']
18,"['杰森·奥玛拉', '佩顿·利斯特', '莫瑞·史特林', '杰森·斯皮萨克', '佩顿·李斯特', '丽贝卡·罗梅恩', '詹妮弗·莫里森', '雷恩·威尔森', '杰瑞·奥康奈尔', '塔拉·斯特朗', '凡妮莎·威廉斯', '吉奥弗瑞·阿伦德', '肖恩·马希尔', '布鲁斯·托马斯', '斯图尔特·艾伦']",6.3, 美国,贾斯汀·科普兰,"['动作', '科幻', '动画', '冒险']", 英语,https://movie.douban.com/subject/30286712/,2019-07-20(美国),82分钟,蝙蝠侠：缄默 Batman: Hush,5021,"['厄尼·阿特巴克', '吉姆·李', '杰夫·洛布']"
19,"['林正英', '陈雅伦', '张国强', '徐曼华', '周比利', '胡枫', '曹查理', '朱咪咪', '袁祥仁']",6.3, 中国香港,袁祥仁,"['喜剧', '奇幻']", 粤语,https://movie.douban.com/subject/1302033/,1992/6/19,93分钟,妖怪都市,3122,['王晶']
0,"['成龙', '丹尼·爱罗', 'Sandy Alexander', '维克多·阿诺德', '基姆·贝斯', 'Irene Britto', 'Jesse Cameron-Glickenhaus', 'Al Cerullo', '乔宏', 'Richard Clarke', 'Patrick James Clarke', 'Ron Dandrea', 'Valerie De Pena', 'Saun Ellis', 'Richard Epper', '贝琦·安·贝克', 'Alan Gibbs', '李赛凤', '乔·马鲁佐', 'Ron Parady', '约翰·斯宾塞', '迈克·斯塔尔', 'Big John Studd', '比尔·华莱士', '特雷·威尔逊', '冯克安', '詹姆斯·格利肯豪斯', '约翰·拉达尔斯基', '李海生', '麦德罗', '沈威', '保罗·L·史密斯', '杨群', '叶倩文']",6.2, 中国香港 / 美国,詹姆斯·格利肯豪斯,"['剧情', '动作', '犯罪']", 英语 / 粤语,https://movie.douban.com/subject/1304199/,1985/7/11,91分钟,威龙猛探 威龍猛探,3654,"['詹姆斯·格利肯豪斯', 'King Sang Tang']"
1,"['赵顺然', '朱颜曼滋', '姜瑞佳', '高子沣', '杨青', '赵健雷', '任帅', '刘丹', '姜宏波', '韩昊轩', '马祥睿', '邓震', '伍宇辰柠', '赵珍妮', '张鑫凯']",6.2, 中国大陆,乔梁,"['剧情', '爱情']", 汉语普通话,https://movie.douban.com/subject/26956641/,2017-05-19(中国大陆),100分钟,小情书,4902,['宋丽颖']
2,"['朴重勋', '金胜宇Kim Seung-Wu', '黄政民', '孔晓振']",6.2, 韩国,闵俊基Min Jun-Gi,"['喜剧', '动作', '科幻']", 韩语,https://movie.douban.com/subject/1427282/,2005/7/15,106 分钟,天军 ??,1693,['闵俊基']
3,"['尼古拉斯·凯奇', '玛琳·阿克曼', '乔什·卢卡斯', '丹尼·赫斯顿', '马克·瓦雷', '萨米·盖尔']",6.1, 美国,西蒙·韦斯特,"['剧情', '动作', '惊悚', '犯罪']", 英语 / 瑞典语,https://movie.douban.com/subject/5151892/,2013-03-01(中国大陆),96分钟,劫案迷云 Stolen,20506,['大卫·古根海姆']
4,"['谢霆锋', '冯德伦', '容祖儿', '彭敬慈', '钟兆康', '余家豪', '吴志雄']",6, 中国香港,王晶,"['喜剧', '动作']", 粤语,https://movie.douban.com/subject/1307741/,2001/8/24,94 分钟,我的野蛮同学,7825,['王晶']
5,"['吴建豪', '余文乐', '夏雨', '黄圣依', '周俊伟', '洪金宝', '李冰冰', '梁洛施', '任达华', '汤镇业', '吴岱融', '李美琪', '迈克尔·比恩']",5.7, 中国香港,李仁港,"['动作', '犯罪']", 粤语 / 英语,https://movie.douban.com/subject/1419985/,2005-11-10(中国香港),110分钟,猛龙 猛龍,8834,['李仁港']
6,"['斯蒂芬·阿梅尔', '罗比·阿美尔', '姜成镐', '莱丝拉·德奥利维拉', '格雷格·布瑞克', '卡瑞·玛切特', '彼德·奥德博拉治', '肖恩·本森', '阿隆·艾布拉姆斯', '格伦达·布拉甘扎', '西蒙·诺斯伍德', '周豪', '凯拉·凯恩', 'Alex Mallari Jr.', 'JaNae Armogan', 'Jeff Sinasac', 'Joe Vercillo']",5.7, 加拿大,杰夫·陈,"['剧情', '科幻', '犯罪']", 英语,https://movie.douban.com/subject/27066172/,2019-10-03(西班牙锡切斯电影节),98分钟,8号警报 Code 8,4602,"['克里斯·帕尔', '杰夫·陈']"
7,"['艾梅柏·希尔德', '嘉玛·陈', '卡拉·迪瓦伊', '杰米·亚历山大', '詹森·艾萨克', '西奥·詹姆斯', '约翰尼·德普', '比利·鲍伯·松顿', '吉姆·斯特吉斯', '莉莉·科尔', '艾德里安·帕默', '艾米丽·金凯德·休斯', '亨利·加勒特', '迈克尔·谢弗', '詹妮弗·米索妮', '阿什克·阿赫塔尔', '唐汉平', '克雷格·加纳', '丽塔-麦克唐纳丹帕', '克里斯·雷曼', '萨拉·比斯利', '约翰·达根', '伊恩·宗', '安库塔·布雷班']",5.6, 美国,马提·卡伦,"['悬疑', '惊悚', '犯罪']", 英语,https://movie.douban.com/subject/3179698/,2018-10-26(美国),118分钟,伦敦战场 London Fields,4894,"['罗伯塔·汉利', '马丁·艾米斯']"
8,"['罗根·保罗', '佩顿·李斯特', '莉亚·玛瑞·约翰逊', '卡勒姆·沃西', '瑞恩·纽曼', '迈克尔·特拉诺尔', '斯黛西·达什', '马修·格拉夫', '罗伯特·甘特', '绮尔斯腾·瓦伦', '贾纳·温特尼茨', '帕特里克·奥沙利文', '艾米·帕夫拉特', '杰夫·科贝特', '劳拉·哈灵']",5.5, 美国,迈克尔·J·格拉赫,"['科幻', '惊悚']", 英语,https://movie.douban.com/subject/26853690/,2016-10-12(美国),81分钟,人类削减计划 The Thinning,5914,"['迈克尔·J·格拉赫', '史提夫·格林尼']"
9,"['泰伊·谢里丹', '安娜·德·阿玛斯', '海伦·亨特', '约翰·雷吉扎莫', '乔纳森·斯卡奇', '雅克·格雷', 'Cindy Perez', 'D.L. Walker', 'Walter Platz', 'Pam Eichner', 'Ischa Bee', 'Stacey Ann Turner', 'Adam Colvin']",5.5, 美国,迈克尔·克里斯托弗,"['剧情', '犯罪']", 英语,https://movie.douban.com/subject/30142414/,2020-02-21(美国),90分钟,夜班服务员 The Night Clerk,2653,['迈克尔·克里斯托弗']
10,"['艾玛·沃森', '汤姆·汉克斯', '格伦妮·海德利', '比尔·帕克斯顿', '凯伦·吉兰', '埃拉·科尔特兰', '贝克', '内森·科德里', '马莫多·阿西', '约翰·博耶加', '诺玛·索尔迪瓦尔', '伊芙·戈登', '帕顿·奥斯瓦尔特', '阿米尔·塔莱', '普娜·贾甘纳坦', '艾伦·王', '黄谷悦']",5.4, 阿联酋 / 美国,詹姆斯·庞索特,"['剧情', '科幻', '惊悚']", 英语,https://movie.douban.com/subject/26284593/,2017-04-26(翠贝卡电影节),110分钟,圆圈 The Circle,7501,"['詹姆斯·庞索特', '戴夫·艾格斯']"
11,"['凯蒂·菲德斯通', '凯瑟琳·纽顿', '斯普雷吉·格雷登', '马特·夏夫利', 'Brady Allen', '史蒂芬·邓纳姆', '亚力桑德拉·李']",5.4, 美国,亨利·朱斯特,['恐怖'], 英语,https://movie.douban.com/subject/10429695/,2012-10-19(美国),88分钟,灵动：鬼影实录4 Paranormal Activity 4,5430,"['克里斯托弗·兰登', '查德·菲恩']"
12,"['赵路', '吴天昊', '林子杰', '刘莹', '程玉珠', '李传缨', '詹佳', '陶典', '施佳加', '于胜军', '戴佳峄', '戴超航', '刘圣博', '殷筱瑜', '张彦东', '张拯', '关睿', '史学刚']",5.2, 中国大陆,于胜军,"['喜剧', '动作', '科幻', '动画']", 汉语普通话,https://movie.douban.com/subject/21943062/,2015-08-07(中国大陆),83分钟,黑猫警长之翡翠之星,5917,['李彧']
13,"['王霙', '徐箭', '董勇', '孙维民', '保剑锋', '耿乐', '张一山', '王大治', '侯天来', '刘之冰', '马晓伟', '陈创', '袁满', '江南', '王韦智', '陶灏景']",5.2, 中国大陆,陈力,"['历史', '战争']", 汉语普通话,https://movie.douban.com/subject/26916202/,2017-06-30(中国大陆),118分钟,血战湘江,5276,"['柳建伟', '项小米', '白铁军']"
14,"['凯蒂·霍尔姆斯', '欧文·约曼', '克里斯托弗·康夫瑞', '拉尔夫·伊内森', '安贾莉·杰', '奥利弗·莱斯', '娜塔莉·穆恩', '达芙妮·霍斯金斯', '乔莉·柯林斯', '艾莉·金', '乔安妮·金', '查尔斯·贾曼']",4.9, 美国,威廉·布伦特·贝尔,"['悬疑', '惊悚', '恐怖']", 英语,https://movie.douban.com/subject/30359790/,2020-02-21(美国),86分钟,灵偶契约2 Brahms: The Boy II,1386,['史黛西·马妮尔']
15,"['菲利普·麦金利', '斯泰西·琳恩·克罗', '克里斯托弗·邓恩', '简·加里奥尼', 'Kate Bell', 'Meg Alexandra', 'Gabz Barker', 'Raymond Bethley', 'Anastasia Borodina', 'Sarah Brazier', 'Jess Chanliau', 'Tom Clegg', 'Cherry-Rosa Cullen', 'Meryl Griffiths', 'Savanna Hall', 'Lydia Hourihan']",4.8, 英国,Russell Owen,['恐怖'], 英语,https://movie.douban.com/subject/30469287/,2019-10-14(英国),106分钟,零号犯人 Patients of a Saint,553,"['Russell Owen', 'Matthew J. Gunn']"
16,"['梅尔·吉布森', '凯特·波茨沃斯', '埃米尔·赫斯基', '大卫·札亚斯', '斯蒂芬妮·卡约', 'William Catlett', '泰勒·乔恩·奥尔森', '斯温·特梅尔', '雷·埃尔南德斯', 'Jasper Polish', '杰西·麦金尼', 'Blas Sien Diaz', 'Leslee Emmett', 'Anil Raman', 'Thomas Curran']",4.7, 美国,麦克·鲍力施,"['剧情', '动作']", 英语,https://movie.douban.com/subject/33441957/,2020-06-18(美国),91分钟,自然之力 Force of Nature,319,['Cory Miller']
17,"['闫妮', '耿乐', '邵兵', '包贝尔', '李菁', '乔任梁', '李佳璇', '冯馨瑶']",4.6, 中国大陆,李继贤,['喜剧'], 汉语普通话,https://movie.douban.com/subject/24873473/,2014-06-06(中国大陆),99分钟,疯狂72小时,10864,"['李青阳', '李继贤']"
18,['黄子华'],9.5, 中国香港,黄子华,['喜剧'], 粤语,https://movie.douban.com/subject/30203557/,2018-07-06(中国香港),160分钟,黄子华栋笃笑之金盆?口 黄子华栋笃笑之金盆啷口,1865,['黄子华']
19,"['玛格里特·苏利文', '詹姆斯·斯图尔特', '弗兰克·摩根', '约瑟夫·斯柴德克劳特', '萨拉·黑登']",8.7, 美国,恩斯特·刘别谦,"['剧情', '喜剧', '爱情']", 英语,https://movie.douban.com/subject/1299166/,1940/1/12,99 分钟,街角的商店 The Shop Around the Corner,7279,['山姆森·雷佛森']
0,"['冯远征', '耿乐', 'Ana Sofia Lia?o', 'Pelayo Suarez', '科洛·塞维尼', '马库·佩尔托拉', '卡蒂·奥廷宁', '查尔斯·伊斯滕', '爱波·塔布琳']",8.5, 西班牙 / 英国 / 德国 / 芬兰 / 中国大陆 / 美国,陈凯歌,['剧情'], 英语 / 汉语普通话 / 西班牙语 / 芬兰语 / 巴西土著语,https://movie.douban.com/subject/1291563/,2002-05-18(戛纳电影节),92分钟,十分钟年华老去：小号篇 Ten Minutes Older: The Trumpet,23815,"['张炭', '维克多·艾里斯', '沃纳·赫尔佐格', '吉姆·贾木许', '阿基·考里斯马基', '维姆·文德斯']"
1,"['友兰达·梦露', '乌尔里希·图库尔', '安妮·贝南特', '杰纳维夫·马尼奇', '阿德莱德·勒鲁', '尼克·罗格勒', '弗朗索瓦兹·勒布伦', '塞尔日·拉里维埃尔']",8.5, 法国 / 比利时,马丁·波渥斯,"['剧情', '传记', '战争']", 法语 / 德语,https://movie.douban.com/subject/3173635/,2008/9/7,126分钟,花落花开 Séraphine,15946,"['Marc Abdelnour', '马丁·波渥斯']"
2,"['马克西姆·蒙祖克', '尤里·索洛明', '斯韦特兰娜·丹尼尔琴科']",8.5, 苏联 / 日本,黑泽明,"['剧情', '冒险']", 俄语,https://movie.douban.com/subject/1300034/,1975-08-02(日本),144分钟,德尔苏·乌扎拉 Дерсу Узала,4811,"['黑泽明', 'Vladimir Arseniev', '尤里·纳吉宾']"
3,"['田丰', '孙越', '徐枫', '秦沛', '石隽', '吴明才', '吴家骧', '佟林']",8.4, 中国香港,胡金铨,"['剧情', '动作', '武侠', '古装']", 汉语普通话,https://movie.douban.com/subject/1301136/,1979-07-11(中国香港),120分钟,空山灵雨 空山靈雨,9253,['胡金铨']
4,"['米基·鲁尼', '库尔特·拉塞尔', '珀尔·贝利', '杰克·艾伯森', '桑迪·邓肯', '珍妮特·诺兰', 'Pat Buttram', '约翰·菲德勒']",8.4, 美国,阿特·史蒂文斯,"['动画', '冒险']", 英语,https://movie.douban.com/subject/1293240/,1981-07-10(美国),83 分钟,狐狸与猎狗 The Fox and the Hound,3175,"['Burny Mattinson', 'Daniel P. Mannix', 'David Michener']"
